,CUSTOMER_ID,LOAN_AMOUNT,LOAN_BEHAVIOR,LOAN_START_DATE
556,113059145.7143,918401.8,Current,2023-06-22
557,13620542.8571,5000001.01,Current,2023-06-23
558,49665871.4286,645999.5,Current,2023-08-09
559,71792788.5714,1039201.26,Current,2023-08-25
560,92614115.7143,1015299.54,Current,2023-08-30
561,31840857.1429,795999.55,Current,2023-09-07
562,16946444.2857,1595000.8,Current,2023-09-22
563,81383731.4286,799998.96,Current,2023-09-27
564,62297231.4286,3297239.36,Current,2023-09-28
565,129365885.7143,5779800.04,Current,2023-09-28
566,83748142.8571,1338999.98,Current,2023-10-16
567,103397787.1429,907201.81,Current,2023-10-20
568,140802345.7143,2563679.98,Current,2023-10-31
569,127089860.0,3491521.17,Current,2023-10-31
570,71262928.5714,1499999.02,Current,2014-06-06
571,83228557.1429,1584649.73,Current,2016-09-30
572,23228515.7143,5620948.66,Current,2016-11-29
573,24075330.0,1999998.55,Amortization Past Due,2016-12-15
574,14215271.4286,1850688.52,Current,2017-08-04
575,18461557.1429,2436799.26,Current,2018-01-24
576,24075330.0,1108132.67,Current,2018-03-05
577,24075330.0,122261.54,Current,2018-05-23
578,37892928.5714,4400000.2,Current,2018-07-06
579,37211044.2857,580798.32,Current,2018-09-18
580,45757971.4286,733949.58,Current,2018-09-26
581,109765572.8571,6321295.44,Current,2018-09-28
582,94682288.5714,576800.98,Current,2018-10-05
583,122127944.2857,4000000.27,Current,2018-11-26
584,24075330.0,489999.8,Current,2018-12-13
585,2260144.2857,591999.95,Current,2018-12-20
586,3111000.0,1678400.96,Current,2018-12-27
587,24075330.0,119999.12,Current,2019-01-18
588,89949000.0,1347002.12,Amortization Past Due,2019-01-25
589,141426758.5714,557600.43,Amortization Past Due,2019-02-15
590,34362730.0,583999.54,Current,2019-02-28
591,74728242.8571,830399.05,Current,2019-04-04
592,124145114.2857,1437600.93,Current,2019-05-17
593,24075330.0,136000.12,Current,2019-05-10
594,3111000.0,1686399.53,Current,2019-06-14
595,122127944.2857,1899998.34,Current,2019-06-28
596,24075330.0,523604.66,Current,2019-07-16
597,55470844.2857,847501.28,Current,2019-07-16
598,52709445.7143,620000.4,Current,2019-07-29
599,132120874.2857,874298.77,Current,2019-08-23
600,20666400.0,854400.56,Current,2019-08-29
601,102023415.7143,1040000.71,Current,2019-09-19
602,91819414.2857,1291668.45,Current,2019-09-26
603,108875385.7143,1631150.59,Amortization Past Due,2019-09-27
604,47279772.8571,814400.41,Current,2019-11-15
605,107374644.2857,2900000.84,Current,2019-12-11
606,63275871.4286,711000.77,Current,2020-02-04
607,115905201.4286,970198.43,Current,2020-02-27
608,26150814.2857,584799.33,Current,2020-03-23
609,28113731.4286,735109.2,Current,2020-07-23
610,134590615.7143,506900.83,Current,2020-08-14
611,32265544.2857,2199998.89,Current,2020-09-03
612,55215944.2857,714749.17,Current,2020-09-23
613,110446514.2857,2792493.14,Current,2020-11-26
614,58786730.0,964799.08,Current,2020-12-21
615,12027857.1429,4673162.27,Current,2021-02-08
616,71027458.5714,542401.66,Current,2021-02-09
617,21404587.1429,401099.11,Current,2021-02-22
618,48757085.7143,1120000.31,Current,2021-03-08
619,12321900.0,1087999.68,Current,2021-03-12
620,40170030.0,765001.74,Current,2021-04-27
621,106806401.4286,1132001.51,Principal Past Due,2021-04-28
622,99175015.7143,964001.1,Current,2021-06-23
623,37856685.7143,1704870.39,Current,2021-07-30
624,2553372.8571,675749.58,Current,2021-08-26
625,95787415.7143,1044799.52,Amortization Past Due,2021-09-27
626,48757085.7143,751998.28,Current,2021-10-05
627,75200331.4286,680800.79,Principal Past Due,2021-10-11
628,87907572.8571,1008000.17,Current,2021-10-27
629,110672430.0,525000.76,Current,2022-01-20
630,2551758.5714,1116800.51,Current,2022-03-29
631,73806601.4286,950399.53,Current,2022-04-21
632,119530358.5714,731998.62,Current,2022-05-16
633,126117942.8571,1949999.53,Current,2022-06-29
634,81632972.8571,935999.94,Current,2022-07-28
635,38572202.8571,1664235.45,Current,2022-09-30
636,20692357.1429,984998.9,Current,2022-10-03
637,15599202.8571,524579.07,Current,2022-10-17
638,129516574.2857,1056801.49,Amortization Past Due,2022-10-20
639,31321285.7143,2441127.27,Current,2022-11-29
640,27831587.1429,706402.39,Amortization Past Due,2023-02-14
641,81542471.4286,868001.02,Current,2023-03-28
642,136281931.4286,758399.65,Current,2023-04-25
643,46054301.4286,1575199.75,Current,2023-05-29
644,128087615.7143,1800000.07,Current,2023-06-15
645,47065514.2857,1314999.94,Current,2023-06-23
646,16180788.5714,2808852.77,Current,2023-07-10
647,46432885.7143,705599.75,Current,2023-08-07
648,47065514.2857,839000.06,Current,2023-08-14
649,23504572.8571,1663198.97,Current,2023-08-17
650,21404587.1429,1034400.63,Current,2023-09-27
651,103458214.2857,625000.2,Current,2023-10-26
652,24627400.0,1174400.99,Items for litigation,2012-12-13
653,36565357.1429,593598.29,Items for litigation,2013-04-12
654,88894930.0,1899998.88,Current,2014-06-06
655,115178828.5714,4999999.61,Current,2014-11-25
656,76166628.5714,2239998.62,Current,2015-01-28
657,116727587.1429,2599997.81,Current,2015-11-25
658,91712942.8571,9999998.76,Current,2017-01-16
659,62147401.4286,1156172.04,Principal Past Due,2018-04-30
660,126786344.2857,439104.02,Current,2018-06-16
661,126786344.2857,376635.13,Current,2018-06-16
662,126786344.2857,375726.73,Current,2018-06-16
663,126786344.2857,503332.47,Current,2018-06-16
664,20706942.8571,698500.13,Current,2019-03-20
665,41179930.0,983199.61,Current,2019-05-07
666,105611015.7143,999998.51,Current,2019-05-14
667,44564457.1429,1447199.49,Current,2019-06-24
668,1420242.8571,660750.3,Current,2019-08-06
669,31796872.8571,720000.55,Current,2019-09-18
670,90806087.1429,788001.37,Current,2019-09-24
671,92007544.2857,725999.13,Current,2019-10-16
672,80642430.0,3482923.84,Current,2019-12-23
673,103160944.2857,490000.69,Amortization Past Due,2020-01-24
674,45411342.8571,1000000.24,Current,2020-02-28
675,1965958.5714,858499.17,Current,2020-03-18
676,59732472.8571,1616700.43,Current,2020-06-10
677,129488644.2857,712000.23,Amortization Past Due,2020-06-19
678,52662558.5714,1407999.24,Current,2020-07-15
679,134926714.2857,7105249.64,Current,2020-08-04
680,20588174.2857,1354400.4,Current,2021-01-14
681,127158142.8571,1039199.66,Current,2021-01-18
682,115851302.8571,3753478.6,Current,2021-01-28
683,67452187.1429,825999.75,Current,2021-02-15
684,132904887.1429,962799.07,Current,2021-02-23
685,7090628.5714,2069035.32,Current,2021-03-18
686,52939142.8571,2500001.25,Current,2021-03-30
687,67674214.2857,-0.83,Current,2021-06-01
688,137099658.5714,565527.41,Current,2021-07-16
689,20706942.8571,631199.4,Current,2021-08-06
690,10565787.1429,780499.95,Current,2021-08-19
691,52662558.5714,1060000.4,Current,2021-08-23
692,67077900.0,622800.58,Current,2021-08-31
693,53345902.8571,958399.19,Current,2021-09-17
694,54836785.7143,400000.11,Current,2021-09-27
695,128251244.2857,798401.24,Amortization Past Due,2021-10-29
696,129520785.7143,2597420.52,Current,2021-11-08
697,67452187.1429,438886.72,Current,2021-12-24
698,139451814.2857,878397.84,Current,2021-12-24
699,136370031.4286,497249.28,Current,2021-12-24
700,7586058.5714,5199998.97,Current,2022-01-26
701,791588.5714,495601.19,Current,2022-01-27
702,130134172.8571,1364800.82,Current,2022-04-08
703,140024230.0,806399.79,Current,2022-04-21
704,5774915.7143,999998.07,Current,2022-05-04
705,81919002.8571,799109.29,Current,2022-05-06
706,135317415.7143,946399.75,Current,2022-05-26
707,130134172.8571,724800.23,Current,2022-06-06
708,52939142.8571,4300001.3,Current,2022-06-23
709,40512760.0,608220.42,Current,2022-06-30
710,10585617.1429,943999.66,Current,2022-07-14
711,44679971.4286,573749.52,Current,2022-07-15
712,85849588.5714,608222.3,Current,2022-08-26
713,31282371.4286,838400.23,Current,2022-09-12
714,45592915.7143,614165.82,Amortization Past Due,2022-09-19
715,111811628.5714,2248999.15,Current,2022-09-21
716,71852115.7143,650299.51,Current,2022-10-05
717,135157472.8571,1047001.01,Current,2022-10-07
718,39084487.1429,1094801.06,Current,2022-10-17
719,34737001.4286,899100.36,Current,2022-11-18
720,15563302.8571,888300.82,Current,2022-11-23
721,12569731.4286,470397.84,Current,2022-12-21
722,76028915.7143,571900.69,Current,2022-12-29
723,65489358.5714,1015199.95,Current,2023-01-11
724,70500142.8571,935199.07,Current,2023-01-24
725,52457717.1429,629299.59,Current,2023-01-30
726,59780188.5714,615201.0,Amortization Past Due,2023-02-01
727,52939142.8571,1200000.18,Current,2023-02-08
728,425788.5714,576800.29,Principal Past Due,2023-02-20
729,81194645.7143,1565601.24,Principal Past Due,2023-03-20
730,1252658.5714,830399.53,Current,2023-05-15
731,130562828.5714,547199.54,Amortization Past Due,2023-05-16
732,89305488.5714,810048.77,Current,2023-05-17
733,119455315.7143,615196.33,Current,2023-05-18
734,85410585.7143,1494401.59,Current,2023-07-26
735,52871217.1429,756000.13,Current,2023-07-27
736,5287745.7143,992000.2,Current,2023-07-27
737,99377071.4286,740800.3,Current,2023-08-16
738,83034700.0,5880000.05,Current,2023-08-25
739,28775658.5714,845600.75,Current,2023-10-03
740,91284258.5714,583200.63,Current,2023-10-18
741,52939142.8571,10000000.05,Current,2023-10-31
742,69996557.1429,1065816.06,Items for litigation,2010-07-22
743,121508714.2857,8899999.86,Current,2013-03-27
744,22324385.7143,1097771.59,Current,2014-01-08
745,10375715.7143,944999.58,Amortization Past Due,2014-02-10
746,93341344.2857,683099.26,Current,2014-06-13
747,93341344.2857,5464799.72,Current,2014-06-13
748,65360428.5714,2500001.68,Current,2014-10-09
749,18557030.0,1045985.5,Current,2015-03-26
750,123847471.4286,1577415.16,Current,2015-03-27
751,40207485.7143,5000000.86,Current,2015-04-27
752,6385230.0,4552000.59,Current,2015-06-11
753,141540257.1429,4800000.1,Current,2015-09-10
754,87310201.4286,2598625.04,Current,2016-03-21
755,87310201.4286,120440.1,Current,2016-03-21
756,117124400.0,1260002.56,Current,2016-10-14
757,95961730.0,800000.2,Amortization Past Due,2016-10-21
758,117124400.0,1047374.9,Current,2017-02-15
759,139971601.4286,533600.68,Principal Past Due,2017-02-28
760,95234957.1429,8154580.12,Amortization Past Due,2017-05-30
761,13124257.1429,2352000.35,Amortization Past Due,2017-05-31
762,95234957.1429,5089876.53,Amortization Past Due,2017-07-26
763,63648630.0,1000001.71,Current,2017-08-07
764,117124400.0,2092624.65,Current,2017-08-22
765,76452272.8571,2697646.2,Current,2017-12-07
766,122033130.0,1050084.1,Current,2018-01-15
767,95234957.1429,601135.9,Amortization Past Due,2014-06-25
768,105026015.7143,349998.07,Current,2018-05-08
769,117124400.0,599999.73,Current,2018-05-15
770,105026015.7143,750000.26,Current,2018-06-27
771,119649002.8571,1095999.54,Current,2018-07-09
772,73126071.4286,6975837.93,Current,2018-07-18
773,105026015.7143,650001.54,Current,2018-08-24
774,49070685.7143,500001.77,Current,2018-09-04
775,22324385.7143,883999.12,Current,2018-09-12
776,113232342.8571,3423147.04,Current,2018-09-21
777,19061358.5714,1368999.09,Current,2018-09-28
778,105026015.7143,249999.71,Current,2018-10-16
779,100146271.4286,743999.06,Current,2018-10-26
780,94519828.5714,1463998.34,Current,2018-11-26
781,87310201.4286,1338122.44,Current,2018-11-27
782,75972230.0,691998.95,Current,2018-11-27
783,135776030.0,668000.66,Current,2018-11-29
784,76685731.4286,7422391.81,Current,2018-12-26
785,39005444.2857,738402.34,Current,2018-12-28
786,97890017.1429,948000.14,Current,2019-01-16
787,37957244.2857,1559199.88,Items for litigation,2019-01-21
788,180657.1429,982400.48,Current,2019-02-26
789,40727501.4286,1977787.08,Amortization Past Due,2019-02-28
790,59719017.1429,951200.52,Current,2019-04-17
791,88853128.5714,3800000.98,Amortization Past Due,2019-04-24
792,73714572.8571,738574.02,Current,2019-04-25
793,14265630.0,1391199.92,Current,2019-05-14
794,1304285.7143,1567200.76,Amortization Past Due,2019-05-23
795,3506815.7143,1405600.14,Current,2019-06-07
796,15997228.5714,1598399.61,Amortization Past Due,2019-06-27
797,180657.1429,3848800.65,Current,2019-07-03
798,52976588.5714,1175201.05,Principal Past Due,2019-07-29
799,58584557.1429,511699.94,Current,2019-08-28
800,110004544.2857,1508799.82,Amortization Past Due,2019-09-19
801,62856301.4286,499999.35,Current,2019-09-27
802,84287574.2857,2061684.61,Current,2019-09-30
803,76452272.8571,1491200.45,Current,2019-10-16
804,20845342.8571,3206359.39,Current,2019-11-26
805,5479058.5714,988799.87,Current,2019-12-11
806,137628745.7143,1427999.21,Principal Past Due,2020-02-03
807,2063358.5714,998400.13,Current,2020-02-20
808,131894215.7143,1023111.7,Principal Past Due,2020-02-26
809,137628745.7143,1392800.32,Principal Past Due,2020-02-28
810,71882887.1429,1727880.9,Current,2020-03-11
811,71246174.2857,751999.8,Current,2020-05-22
812,137517700.0,597998.45,Current,2020-09-02
813,123944901.4286,556800.5,Current,2020-09-18
814,92908471.4286,779998.74,Current,2020-09-23
815,116350602.8571,518400.94,Current,2020-09-29
816,21906460.0,955999.08,Amortization Past Due,2020-10-02
817,131065485.7143,11239257.35,Current,2020-10-13
818,71137888.5714,2315699.94,Current,2020-10-19
819,77316515.7143,636999.24,Current,2020-11-26
820,49771014.2857,549500.1,Current,2020-12-22
821,50063745.7143,508000.66,Current,2020-12-23
822,129309460.0,549501.28,Current,2021-01-06
823,42783745.7143,699199.68,Current,2021-01-12
824,84802460.0,606399.47,Current,2021-01-28
825,117124400.0,700000.37,Current,2021-03-31
826,69289344.2857,788999.14,Current,2021-04-27
827,105765742.8571,1016250.1,Current,2021-04-27
828,13124257.1429,667999.9,Current,2021-05-28
829,20376174.2857,1267200.67,Current,2021-06-25
830,138132902.8571,916000.94,Current,2021-08-17
831,22130814.2857,1534147.29,Current,2021-08-25
832,134666844.2857,3127700.42,Current,2021-08-25
833,85845058.5714,695110.16,Current,2021-08-27
834,142433057.1429,877501.98,Current,2021-08-27
835,114878900.0,1419999.33,Current,2021-10-20
836,128553485.7143,1421811.26,Amortization Past Due,2021-10-21
837,17016671.4286,1478520.51,Current,2021-11-10
838,98628828.5714,8416801.45,Current,2021-11-26
839,74489842.8571,1444801.59,Current,2021-11-26
840,108867474.2857,1500800.27,Current,2021-11-29
841,90729458.5714,1016249.91,Current,2021-12-15
842,90189358.5714,1529101.75,Current,2021-12-20
843,120711201.4286,638948.93,Current,2021-12-24
844,92732301.4286,5410485.06,Amortization Past Due,2021-12-31
845,128621400.0,1039699.84,Current,2022-01-28
846,27714902.8571,735110.92,Current,2022-02-15
847,35459731.4286,990499.78,Current,2022-03-04
848,131065485.7143,895199.24,Current,2022-03-10
849,122178058.5714,1044802.13,Current,2022-03-15
850,43463930.0,658799.29,Current,2022-03-21
851,20813617.1429,2609261.67,Amortization Past Due,2022-03-30
852,10953400.0,1425599.87,Current,2022-04-01
853,66672530.0,982500.84,Current,2022-04-26
854,63796930.0,846401.04,Current,2022-04-27
855,117714888.5714,3181599.87,Current,2022-04-27
856,64439331.4286,804000.45,Current,2022-05-20
857,58886617.1429,856799.26,Current,2022-05-30
858,25342557.1429,745000.93,Current,2022-07-19
859,130049031.4286,920000.23,Amortization Past Due,2022-07-22
860,131919872.8571,1175164.07,Current,2022-07-29
861,135776030.0,695199.8,Current,2022-08-12
862,50063745.7143,566401.14,Current,2022-08-24
863,67437202.8571,827197.55,Current,2022-09-08
864,137062028.5714,1740000.93,Current,2022-09-28
865,69176458.5714,1302398.72,Amortization Past Due,2022-09-29
866,58061460.0,1400800.4,Current,2022-09-29
867,32287902.8571,1551199.69,Current,2022-10-10
868,44489628.5714,1890000.73,Current,2022-10-20
869,77730574.2857,3903474.86,Amortization Past Due,2022-10-28
870,118192345.7143,842400.45,Current,2022-11-24
871,58452428.5714,1427300.12,Current,2022-12-05
872,24997357.1429,1303998.62,Current,2022-12-22
873,85453115.7143,1301299.37,Current,2023-01-17
874,71489530.0,1581600.52,Current,2023-01-18
875,133360074.2857,1152798.91,Amortization Past Due,2023-01-30
876,40899717.1429,736798.42,Current,2023-03-14
877,21959474.2857,836711.8,Current,2023-03-17
878,28878472.8571,1508000.72,Current,2023-03-30
879,131883588.5714,1128000.21,Current,2023-04-14
880,32362830.0,922400.93,Current,2023-04-18
881,20813617.1429,660650.16,Current,2023-04-18
882,32290760.0,1566399.49,Current,2023-04-20
883,87078772.8571,745598.71,Current,2023-05-08
884,121508714.2857,976499.54,Current,2023-05-30
885,121161931.4286,608299.63,Amortization Past Due,2023-05-31
886,75517487.1429,695199.66,Current,2023-06-16
887,111235317.1429,759200.96,Current,2023-06-19
888,4027431.4286,1152800.15,Current,2023-06-29
889,54710685.7143,1615000.14,Current,2023-07-31
890,105911474.2857,887110.89,Current,2023-07-31
891,43998488.5714,1246400.64,Current,2023-08-31
892,3591000.0,2565120.85,Current,2023-09-08
893,52513428.5714,15106170.1,Current,2023-09-12
894,58584557.1429,1496800.31,Current,2023-09-29
895,56027644.2857,1105001.27,Current,2023-10-26
896,29995728.5714,1133999.92,Current,2023-10-27
897,126066728.5714,5000000.65,Current,2013-09-17
898,113575400.0,4999999.49,Amortization Past Due,2014-04-29
899,133296228.5714,2632081.24,Current,2014-07-09
900,133296228.5714,267919.39,Current,2014-07-09
901,28593271.4286,1500001.78,Current,2014-10-08
902,110186372.8571,2274727.38,Current,2015-03-16
903,25396501.4286,3843998.99,Current,2015-07-14
904,70020457.1429,5000001.36,Current,2015-12-22
905,58686672.8571,3685200.33,Current,2016-05-12
906,58686672.8571,460651.08,Current,2016-05-12
907,96338387.1429,839200.1,Items for litigation,2016-05-18
908,55644115.7143,1754366.5,Current,2017-02-24
909,60775228.5714,2000001.2,Current,2017-08-01
910,122374558.5714,4000001.42,Amortization Past Due,2017-10-18
911,122374558.5714,500000.56,Principal Past Due,2017-12-12
912,122374558.5714,500000.39,Principal Past Due,2017-12-27
913,28593271.4286,1499999.28,Current,2018-08-16
914,33747015.7143,847998.91,Current,2018-12-28
915,76260642.8571,1518399.11,Current,2019-05-03
916,105675302.8571,899998.71,Current,2019-08-30
917,135829731.4286,12000000.83,Current,2019-09-18
918,20082445.7143,2913680.23,Current,2019-11-21
919,113575400.0,920000.5,Amortization Past Due,2019-11-21
920,37475287.1429,1454999.67,Current,2019-12-05
921,80492244.2857,5000000.04,Current,2020-06-10
922,87123615.7143,642599.49,Current,2020-07-14
